# segmented_pinyin<TAB>word<TAB>frequency
ai'fu'er	埃伏尔	160
ai'gao	哀告	65
ai'ge	挨个	56
ai'guo	爱国	6444
ai'guo'ren'shi	爱国人士	282
ai'guo'zhe	爱国者	306
ai'guo'zhu'yi	爱国主义	513
ai'hao	爱好	810
ai'hao'zhe	爱好者	445
ai'hu	爱护	436
ai'ji	埃及	2888
ai'jia'ai'hu	挨家挨户	56
ai'jiang	爱将	83
ai'kan	爱看	84
ai'kou	隘口	96
ai'le	哀乐	63
ai'lian	爱怜	130
ai'lian	爱恋	69
ai'li'ke'sen	埃里克森	168
ai'li'si	爱丽丝	70
ai'li'xin	爱立信	141
ai'lun	艾伦	72
ai'ma	挨骂	81
ai'mei	暧昧	163
ai'mei	爱美	137
ai'min	爱民	107
ai'mu	爱慕	149
ai'nv	爱女	90
ai'pang	矮胖	239
ai'qi	爱妻	61
ai'qiang	矮墙	152
ai'qie	爱妾	69
ai'qing	爱情	2606
ai'qin'hai	爱琴海	160
ai'qiu	哀求	332
ai'ren	爱人	145
ai'sai'e'bi'ya	埃塞俄比亚	444
ai'sen'hao'wei'er	艾森豪威尔	122
ai'shang	哀伤	142
ai'sha'ni'ya	爱沙尼亚	178
ai'sheng'tan'qi	唉声叹气	116
ai'shi	碍事	186
ai'shou'ai'jiao	碍手碍脚	60
ai'si'ji'mo	爱斯基摩	60
ai'tan	哀叹	74
ai'te	埃特	92
ai'tong	哀痛	64
ai'tuo'ao	埃托奥	65
ai'xi	爱惜	253
ai'xiao	矮小	327
ai'xi'bao	癌细胞	137
ai'xin	爱心	646
ai'xin'jue'luo	爱新觉罗	76
ai'ya	哎呀	378
ai'yin'si'tan	爱因斯坦	605
ai'yo	哎哟	236
ai'yu	碍于	72
ai'yuan	哀怨	86
ai'zeng	爱憎	96
ai'zhe	挨着	313
ai'zheng	癌症	730
ai'zi	矮子	327
ai'zi	爱子	121
ai'zi'bing	艾滋病	1130
a'ji'ge	阿济格	82
a'ji'mi'de	阿基米德	112
a'ka	阿卡	80
a'ke'su	阿克苏	122
a'la	阿拉	277
a'la'bo	阿拉伯	1860
a'la'bo'ban'dao	阿拉伯半岛	195
a'la'bo'hai	阿拉伯海	82
a'la'bo'ren	阿拉伯人	590
a'la'bo'wen	阿拉伯文	78
a'la'bo'yu	阿拉伯语	228
a'la'fa'te	阿拉法特	123
a'la'mu'tu	阿拉木图	106
a'lan	阿兰	75
a'la'shan	阿拉善	67
a'la'si'jia	阿拉斯加	228
a'li	阿里	726
a'lian'qiu	阿联酋	138
a'li'ba'ba	阿里巴巴	82
a'liu'shen	阿留申	80
a'man	阿曼	536
a'ma'ni	阿妈妮	72
a'mu'he	阿姆河	83
a'mu'si'te'dan	阿姆斯特丹	146
an	按	21008
an	安	8837
an	暗	3348
an	案	2916
an	氨	2769
an	俺	2596
an	岸	1925
an	庵	1435
an	干	991
an	鞍	540
an	胺	357
an	厂	286
an	广	233
an	屽	207
an	闇	134
an	谙	114
an	铵	75
an	黯	56
an	盒	54
an	垵	52
an	桉	38
an	唵	33
an'an	暗暗	2156
an'an'jing'jing	安安静静	106
an'an'wen'wen	安安稳稳	64
an'ban	案板	82
an'bang'zhi	安邦治	128
an'bang'zhi'guo	安邦治国	257
an'bao	安保	63
an'bian	岸边	506
an'bing'bu'dong	按兵不动	111
an'bu	安布	66
an'bu'jiu'ban	按部就班	90
an'cang	暗藏	237
an'cao'er	安草儿	101
an'cha	安插	106
an'cha'shi	按察使	81
an'chu	暗处	121
an'chun	鹌鹑	79
an'da	安达	117
an'dan	暗淡	238
an'dan	黯淡	160
an'da'niang	安大娘	58
an'dao	暗道	312
an'dao'er	安道尔	157
an'dao'quan	安道全	63
an'de'lie	安德烈	72
an'de'lu	安德鲁	91
an'de'sen	安德森	105
an'di	暗地	94
an'di'li	暗地里	157
an'ding	安定	1278
an'ding'men	安定门	318
an'ding'tuan'jie	安定团结	106
an'di'si	安第斯	86
an'di'si'shan	安第斯山	100
an'di'si'shan'mai	安第斯山脉	102
an'dong	安东	74
an'dong'ni	安东尼	172
an'dun	安顿	271
an'fa	案发	61
an'fang	安放	468
an'fen	安分	97
an'fen'shou'ji	安分守己	73
an'fu	安抚	629
ang	昂	592
ang	盎	215
ang	肮	70
ang	仰	59
ang	腌	23
an'gang	鞍钢	114
an'ge'la	安哥拉	295
ang'gui	昂贵	531
ang'qi	昂起	79
ang'ran	昂然	190
ang'ran	盎然	136
ang'shou	昂首	188
ang'si	盎司	113
an'guo	安国	103
ang'yang	昂扬	80
ang'zang	肮脏	290
an'hao	安好	166
an'hao	暗号	115
an'he	暗河	81
an'he	暗合	58
an'hong	暗红	70
an'hong'se	暗红色	115
an'hua	氨化	262
an'hui	安徽	1864
an'hui'sheng	安徽省	980
an'ji	氨基	435
an'ji	岸基	68
an'jia	安家	110
an'jia	俺家	96
an'jian	案件	3305
an'jian	按键	85
an'jiao	暗礁	70
an'jie	按揭	115
an'ji'hua	按计划	79
an'jing	安静	1199
an'ji'suan	氨基酸	548
an'ju	安居	142
an'juan	案卷	179
an'ju'le'ye	安居乐业	112
an'kang	安康	124
an'la	安拉	100
an'lao'fen'pei	按劳分配	169
an'le	安乐	138
an'li	案例	745
an'li	按理	83
an'li	暗里	56
an'li'hui	安理会	528
an'li'man	安力满	112
an'li'shuo	按理说	108
an'liu	暗流	69
an'long	安龙	133
an'lu	安陆	1572
an'lu'shan	安禄山	138
an'lu'shi	安陆市	256
an'ma	鞍马	134
an'men	俺们	311
an'meng	安盟	80
an'mian'yao	安眠药	73
an'min	安民	141
an'mo	按摩	573
an'na	安娜	973
an'na	按捺	62
an'na'bu'zhu	按捺不住	274
an'nan	安南	222
an'nei	安内	270
an'ning	安宁	502
an'niu	按钮	98
an'pai	安排	7836
an'pei	安培	120
an'qi	暗器	1031
an'qi	按期	121
an'qing	案情	490
an'qing	安庆	315
an'qi'zhou	安七州	256
an'quan	安全	9921
an'quan'dai	安全带	70
an'quan'gan	安全感	181
an'quan'ju	安全局	299
an'quan'xing	安全性	337
an'ran	黯然	397
an'ran	安然	139
an'ran'wu'yang	安然无恙	94
an'se	暗色	89
an'sha	暗杀	239
an'shan	鞍山	169
an'shang	岸上	522
an'shang	安上	185
an'she	安设	144
an'shen	安身	129
an'shen	安神	101
an'sheng	安生	142
an'shi	暗示	808
an'shi	按时	721
an'shi'zhi'luan	安史之乱	217
an'shui	安睡	119
an'shui	氨水	63
an'shuo	按说	287
an'suan	暗算	341
an'suo'zi	安锁子	60
an'tang	庵堂	274
an'te'wei'pu	安特卫普	102
an'tou	案头	67
an'tu'sheng	安徒生	97
a'nuo'si	阿诺斯	77
an'wei	安慰	1469
an'wei	安危	410
an'wen	安稳	281
an'xi	安息	259
an'xi	暗喜	167
an'xi	安西	156
an'xian	岸线	167
an'xian	安闲	84
an'xiang	安乡	784
an'xiang	暗想	533
an'xiang	安详	176
an'xiao	暗笑	135
an'xiao'hui	安小慧	64
an'xie	安歇	228
an'xin	安心	570
an'ya	按压	96
an'yang	安阳	225
an'yi	安逸	116
an'ying	暗影	74
an'yu	安于	101
an'yu	暗语	70
an'yuan	安源	59
an'zang	安葬	274
an'zhao	按照	11557
an'zhe	按着	349
an'zhen	安贞	130
an'zhi	安置	916
an'zhong	暗中	1565
an'zhu	按住	419
an'zhuang	安装	2382
an'zi	暗自	650
an'zi	案子	501
ao	奥	2062
ao	嶅	1348
ao	熬	1237
ao	鳌	959
ao	澳	678
ao	凹	659
ao	袄	347
ao	拗	265
ao	傲	215
ao	敖	167
ao	螯	132
ao	嗷	121
ao	翱	96
ao	懊	79
ao	坳	71
ao	棍	59
ao	璈	59
ao	鏊	59
ao	獒	53
ao	噢	41
ao	媪	38
ao	嚣	5
ao	墽	2
ao'ao	嗷嗷	56
ao'ba'ma	奥巴马	250
ao'da'li'ya	澳大利亚	2052
ao'da'li'ya'ren	澳大利亚人	113
ao'di	奥迪	92
ao'di'li	奥地利	1343
ao'er'mei'ke	奥尔梅克	59
ao'gu'si	奥古斯	84
ao'hui	懊悔	248
ao'jian	熬煎	91
ao'ke'lan	奥克兰	57
ao'ke'ma	澳柯玛	64
ao'lan'duo	奥兰多	57
ao'li'fu	奥立佛	141
ao'lin'pi'ke	奥林匹克	259
ao'lin'pi'ya	奥林匹亚	60
ao'man	傲慢	315
ao'mei'ding	奥美定	97
ao'men	澳门	1912
ao'mi	奥秘	262
ao'miao	奥妙	328
ao'nao	懊恼	160
ao'ni'er	奥尼尔	194
ao'qi	傲气	72
ao'ran	傲然	97
ao'sang	懊丧	93
ao'si'ka	奥斯卡	269
ao'si'lu	奥斯陆	81
ao'si'man	奥斯曼	187
ao'si'man'di'guo	奥斯曼帝国	296
ao'si'te	奥斯特	58
ao'tao'ji	奥陶纪	62
ao'tu	凹凸	123
ao'tuo	奥托	134
ao'wei'er'si	奥维尔斯	59
ao'wei'hui	奥委会	103
ao'xian	凹陷	178
ao'xian	拗陷	76
ao'xiang	翱翔	102
ao'ye	熬夜	161
ao'you	遨游	83
ao'yuan	澳元	67
ao'yun	奥运	440
ao'yun'hui	奥运会	1244
ao'zhan	鏖战	112
ao'zhou	澳洲	263
a'po	阿婆	79
a'qi'lao'si	阿契劳斯	64
a'sai'bai'jiang	阿塞拜疆	148
a'sen'na	阿森纳	391
a'si	阿斯	102
a'su	阿苏	86
a'tai'si	阿泰斯	72
a'te'la'si	阿特拉斯	74
a'yi	阿姨	276
a'yo	啊哟	417
a'zi'te	阿兹特	95
ba	把	108066
ba	吧	25526
ba	罢	9424
ba	八	7422
ba	巴	4887
ba	拔	2607
ba	爸	1670
ba	粑	1491
ba	灞	1209
ba	扒	1131
ba	坝	919
ba	霸	810
ba	耙	756
ba	胈	661
ba	靶	414
ba	钯	381
ba	跋	312
ba	叭	298
ba	鲌	276
ba	疤	206
ba	峇	158
ba	笆	158
ba	哵	149
ba	芭	96
ba	伯	80
ba	捌	63
ba	魃	61
ba	紦	57
ba	弝	52
ba	岜	41
ba	犮	40
ba	妭	38
ba	罷	37
ba	仈	36
ba	鲅	33
ba	湃	3
ba	哱	2
ba'ba	爸爸	2456
ba'ba'duo'si	巴巴多斯	77
ba'bai	八百	115
ba'bai'li	八百里	72
ba'bai'wan	八百万	149
ba'bao	八宝	303
ba'bei'qi	巴贝奇	61
ba'bi'lun	巴比伦	343
ba'bing	把柄	114
ba'bo'sa	巴博萨	109
ba'bu	八部	131
ba'bu'de	巴不得	249
ba'chang	靶场	141
ba'cheng	八成	260
ba'chi	把持	259
ba'chi	八尺	78
ba'chu	拔出	796
ba'chu	罢黜	63
ba'chu	拔除	62
ba'ci	八次	60
ba'da	八大	506
ba'da'ling	八达岭	107
ba'dao	霸道	211
ba'dao	八道	78
ba'de	巴德	60
ba'dian	八点	154
ba'diao	拔掉	105
ba'di'er'qi	拔地而起	66
ba'ding	坝顶	56
ba'dong	巴东	343
ba'dong'xian	巴东县	264
ba'du	八度	105
ba'dui	八队	94
ba'dun	巴顿	130
ba'er	巴尔	78
ba'er	把儿	62
ba'er'de'mo	巴尔的摩	72
ba'er'gan	巴尔干	192
ba'er'gan'ban'dao	巴尔干半岛	191
ba'fa'li'ya	巴伐利亚	122
ba'fang	八方	112
ba'fen	八分	106
ba'gao	拔高	69
ba'ge	八个	1299
ba'ge	八哥	195
ba'ge'da	巴格达	384
ba'gong	罢工	1321
ba'gu	八股	90
ba'gua	八卦	703
ba'gua'dao	八卦刀	62
ba'guan	罢官	256
ba'guan	把关	151
ba'gua'zhang	八卦掌	57
ba'guo'lian'jun	八国联军	1623
ba'gu'wen	八股文	75
ba'ha'ma	巴哈马	100
ba'he	巴赫	105
ba'hen	疤痕	163
ba'hu	跋扈	137
bai	白	12266
bai	拜	6338
bai	摆	4413
bai	百	3336
bai	败	3221
bai	派	1093
bai	柏	316
bai	掰	270
bai	排	193
bai	粨	101
bai	伯	80
bai	稗	58
bai	扒	57
bai	粺	45
bai	呗	13
bai	薜	3
bai	鞴	3
bai	啡	2
bai	罷	2
bai'ai'xing	白矮星	68
bai'bai	白白	510
bai'bai	摆摆	240
bai'bai'de	白白的	63
bai'bai'di	白白地	85
bai'bai'er	柏柏尔	118
bai'ban	百般	229
bai'ban	白斑	67
bai'bei	百倍	377
bai'bei	败北	99
bai'bie	拜别	70
bai'bing	败兵	75
bai'bu	白布	453
bai'bu	摆布	234
bai'bu	百步	87
bai'cai	白菜	221
bai'cheng	白城	65
bai'chi	白痴	242
bai'chi	白吃	67
bai'chong'xi	白崇禧	125
bai'chu	百出	107
bai'ci	拜辞	90
bai'ci	白瓷	64
bai'dai	白带	281
bai'dan'bai	白蛋白	68
bai'dao	拜倒	156
bai'di	白地	76
bai'dong	摆动	424
bai'du	百度	11008
bai'du	摆渡	80
bai'e	白垩	142
bai'e'ji	白垩纪	176
bai'e'luo'si	白俄罗斯	311
bai'fa	白发	423
bai'fa'bai'zhong	百发百中	62
bai'fang	拜访	392
bai'fang	摆放	261
bai'fei	白费	96
bai'fen	白粉	86
bai'fen	百分	86
bai'fen'bi	百分比	202
bai'fen'dian	百分点	720
bai'fen'zhi'bai	百分之百	138
bai'fen'zhi'ba'shi	百分之八十	93
bai'fen'zhi'er	百分之二	65
bai'fen'zhi'jiu	百分之九	61
bai'fen'zhi'san	百分之三	63
bai'fen'zhi'wu	百分之五	63
bai'fo	拜佛	180
bai'gan'jiao'ji	百感交集	93
bai'ge	百个	178
bai'gong	白宫	678
bai'gou	白沟	87
bai'gu	白骨	208
bai'guan	百官	529
bai'guang	白光	105
bai'gui	白圭	136
bai'guo	白果	299
bai'han'feng	白寒枫	127
bai'hao	摆好	158
bai'he	百合	182
bai'he	白鹤	120
bai'he	白河	106
bai'hu	白虎	91
bai'hu	百户	66
bai'hua	百花	687
bai'hua	白花	136
bai'hua	白话	127
bai'hua	白桦	93
bai'hua'hua	白花花	158
bai'huai	败坏	396
bai'hua'qi'fang	百花齐放	149
bai'hua'wen	白话文	79
bai'hua'yuan	百花园	266
bai'hui	拜会	135
bai'huo	百货	335
bai'huo'gong'si	百货公司	62
bai'ji	百级	130
bai'ji	百济	79
bai'ji	败绩	68
bai'jia	白家	376
bai'jia	百家	136
bai'jian	拜见	488
bai'jiang	败将	80
bai'jia'xuan	白嘉轩	1152
bai'jia'zheng'ming	百家争鸣	144
bai'jia'zi	败家子	87
bai'jin	白金	117
bai'jing	白净	100
bai'jiu	白酒	248
bai'ju	败局	110
bai'jun	败军	79
bai'ju'yi	白居易	155
bai'kai	摆开	199
bai'kai	掰开	75
bai'ke	百科	16728
bai'ke'quan'shu	百科全书	221
bai'la	白蜡	73
bai'lang	白浪	105
bai'lao'hui	百老汇	65
bai'lei	败类	106
bai'li	百里	211
bai'lian	白莲	581
bai'lian	白脸	120
bai'lian'jiao	白莲教	142
bai'lie	摆列	63
bai'li'na	白丽娜	214
bai'ling	白领	1071
bai'ling	白令	71
bai'lu	败露	146
bai'lu'cang	白鹿仓	75
bai'lu'cun	白鹿村	133
bai'lun	拜伦	61
bai'lu'yuan	白鹿原	231
bai'lu'zhen	白鹿镇	80
bai'ma	白马	706
bai'mang	百忙	92
bai'mang'mang	白茫茫	107
bai'ma'shan	白马山	58
bai'ma'si	白马寺	59
bai'mi	百米	131
bai'mi	白米	79
bai'mian	白面	155
bai'miao	白描	68
bai'ming	百名	117
bai'ming'chuan	白明川	64
bai'mo	白沫	79
bai'mu	百亩	73
bai'mu'da	百慕大	70
bai'nei'zhang	白内障	102
bai'nen	白嫩	336
bai'nian	百年	1542
bai'nian	拜年	240
bai'nong	摆弄	124
bai'pao	白袍	92
bai'ping	摆平	60
bai'pi'shu	白皮书	95
bai'qi	白旗	304
bai'qi'tun	白鳍豚	529
bai'qiu'en	白求恩	89
bai'qu	白区	66
bai're'hua	白热化	103
bai'ren	白人	442
bai'ren	白刃	85
bai'ri	白日	192
bai'ri	百日	137
bai'se	白色	2756
bai'se	百色	66
bai'se'kong'bu	白色恐怖	206
bai'sha	白沙	81
bai'sha'zhou	白沙洲	1024
bai'she	摆设	213
bai'sheng	百胜	58
bai'shi	白石	556
bai'shi	百十	179
bai'shi	拜师	138
bai'shi	百事	66
bai'shi'jing	白世镜	125
bai'shou	摆手	614
bai'shou	拜寿	85
bai'shu	柏树	215
bai'si'bu'de'qi'jie	百思不得其解	71
bai'si'shi'liu	百四十六	128
bai'su	败诉	60
bai'sui	百岁	190
bai'ta	白塔	62
bai'tan	摆摊	57
bai'tang	拜堂	125
bai'tang	白糖	69
bai'tian	白天	1456
bai'tian'di	拜天地	71
bai'tou	百头	265
bai'tou	白头	72
bai'tu	白兔	62
bai'tui	败退	182
bai'tuo	摆脱	1889
bai'tuo	拜托	127
bai'wan	百万	1184
bai'wan'fu'weng	百万富翁	65
bai'wang	败亡	118
bai'wang	拜望	72
bai'wan'jian	白万剑	445
bai'wan'mei'yuan	百万美元	59
bai'wan'xiong'shi	百万雄师	63
bai'wu'liao'lai	百无聊赖	60
bai'xi	百戏	196
bai'xi	白皙	83
bai'xiao'wen	白孝文	181
bai'xiao'wu	白孝武	62
bai'xi'bao	白细胞	248
bai'xie	拜谢	255
bai'xing	百姓	4176
bai'xiong	白熊	58
bai'xu	白须	109
bai'xue	白雪	1572
bai'xue'bing	白血病	248
bai'xue'zheng	败血症	83
bai'yan	白眼	170
bai'yan	百眼	151
bai'yang	白洋	269
bai'yang	白羊	165
bai'yang	白杨	134
bai'yang'dian	白洋淀	87
bai'ye	白夜	260
bai'ye	拜谒	98
bai'yi	白衣	842
bai'yi	白蚁	141
bai'yin	白银	334
bai'yi'yuan	百亿元	274
bai'yu	百余	185
bai'yu	白玉	179
bai'yue	百越	82
bai'yu'lan	白玉兰	270
bai'yun	白云	389
bai'yun'cun	白云村	256
bai'yun'guan	白云观	87
bai'yu'nian	百余年	92
bai'yun'shan	白云山	102
bai'yun'shi	白云石	99
bai'yun'yan	白云岩	76
bai'yu'shi	白玉石	132
bai'zai	摆在	727
bai'zhan'bai'sheng	百战百胜	62
bai'zhang	败仗	215
bai'zhang	百丈	65
bai'zhan'ting	拜占庭	104
bai'zhao'shi	白赵氏	77
bai'zhen	败阵	72
bai'zhi	白纸	292
bai'zhong	百种	95
bai'zhong'ren	白种人	74
bai'zhou	白昼	257
bai'zu	白族	628
ba'ji	八级	159
ba'jia	八家	57
ba'jian	拔剑	337
ba'jian	拔尖	63
ba'jiao	八角	757
ba'jiao	芭蕉	139
ba'jiao'mao	八角帽	131
ba'jiao'shan	芭蕉扇	65
ba'jie	八戒	1686
ba'jie	八届	391
ba'jie	巴结	226
ba'jie'zu'zhi	巴解组织	77
ba'jin	巴金	88
ba'ji'si'tan	巴基斯坦	1238
ba'jiu	把酒	142
ba'jiu	八九	80
ba'jiu'ge	八九个	61
ba'kai	扒开	93
ba'ke	罢课	112
ba'ku	巴库	61
ba'la	巴拉	83
ba'la	扒拉	61
ba'la'gui	巴拉圭	232
ba'la'ke	巴拉克	82
ba'le	罢了	1736
ba'lei	芭蕾	295
ba'lei'mo	巴勒莫	108
ba'lei'wu	芭蕾舞	97
ba'lei'wu'tuan	芭蕾舞团	103
ba'le'si'tan	巴勒斯坦	898
ba'li	巴黎	3756
ba'li	巴里	144
ba'li	八里	63
ba'li'gong'she	巴黎公社	92
ba'lin	巴林	158
ba'lu	八路	158
ba'lu'jun	八路军	885
ba'lu'jun'zong'bu	八路军总部	153
ba'luo'ke	巴洛克	134
ba'ma	巴马	67
ba'men	把门	188
ba'men	八门	58
ba'mian	罢免	1296
ba'ming	八名	228
ban	办	10314
ban	半	8201
ban	板	5049
ban	班	4674
ban	版	4626
ban	般	3306
ban	搬	2869
ban	颁	2636
ban	伴	1567
ban	湴	1211
ban	拌	1194
ban	斑	1027
ban	扮	980
ban	扳	656
ban	瓣	466
ban	绊	361
ban	闆	299
ban	瘢	90
ban	辨	82
ban	坂	51
ban	钣	46
ban	坢	39
ban	癍	39
ban	阪	38
ban	彬	36
ban	卑	32
ban	豳	2
ba'na'ma	巴拿马	332
ba'na'ma'yun'he	巴拿马运河	86
ban'an	办案	136
ban'ban	斑斑	283
ban'bei'zi	半辈子	108
ban'ben	版本	3743
ban'bi	板壁	124
ban'bian	半边	305
ban'bi'jiang'shan	半壁江山	57
ban'bo	斑驳	76
ban'bu	颁布	2537
ban'bu	半部	267
ban'bu	半步	222
ban'cai	板材	58
ban'chan	班禅	100
ban'chang	半场	148
ban'chao	班超	84
ban'che	班车	93
ban'cheng	办成	183
ban'cheng	扮成	98
ban'cheng'pin	半成品	117
ban'chi	半尺	153
ban'chu	搬出	259
ban'ci	班次	96
ban'cun	半寸	80
ban'dao	半岛	1520
ban'dao	办到	182
ban'dao	扳倒	83
ban'dao	绊倒	83
ban'dao'ti	半导体	866
ban'de	般的	2260
ban'deng	板凳	284
ban'di	般地	414
ban'dian	半点	1590
ban'dian	斑点	211
ban'er	伴儿	62
ban'fa	办法	10633
ban'fa	颁发	1395
ban'fen	半分	464
ban'feng'bi	半封闭	294
ban'feng'jian	半封建	227
ban'feng'jian'she'hui	半封建社会	102
ban'fu	板斧	66
bang	浜	7066
bang	帮	6493
bang	邦	5417
bang	镑	2820
bang	棒	2439
bang	榜	1888
bang	绑	1372
bang	磅	644
bang	蚌	504
bang	傍	409
bang	幇	297
bang	旁	263
bang	膀	109
bang	梆	103
bang	谤	80
bang	彭	52
bang	嗙	18
bang	硥	9
bang	紡	3
bang	徬	2
bang'ban	帮办	77
bang'bang	帮帮	209
bang'chui	棒槌	76
ban'ge	半个	2233
bang'fu	帮扶	108
bang'hui	帮会	179
bang'jia	绑架	182
bang'jiao	邦交	67
bang'ke	蚌壳	86
bang'lian	邦联	57
bang'mang	帮忙	991
ban'gong	办公	872
ban'gong'lou	办公楼	296
ban'gong'shi	办公室	4373
ban'gong'ting	办公厅	468
ban'gong'zhuo	办公桌	199
bang'pai	帮派	105
bang'qiang	帮腔	64
bang'qiu	棒球	77
bang'shou	帮手	394
bang'shou	榜首	137
bang'wan	傍晚	775
bang'wen	榜文	72
bang'yan	榜眼	537
bang'yang	榜样	440
bang'zhu	帮助	9128
bang'zhu	帮主	1309
bang'zhuang	棒状	77
bang'zi	膀子	146
bang'zi	梆子	143
bang'zi	帮子	111
bang'zi	棒子	90
ban'hao	办好	258
ban'hen	瘢痕	123
ban'hua	版画	193
ban'hui	扳回	98
ba'nian	八年	2991
ban'ji	班级	238
ban'ji	班机	130
ban'ji	扳机	128
ban'jia	搬家	242
ban'jiang	颁奖	317
ban'jie	半截	592
ban'jin	半斤	337
ban'jin	搬进	153
ban'jing	半径	633
ban'jiu	斑鸠	90
ban'ju	半句	353
ban'jue'sai	半决赛	549
ban'kong	半空	726
ban'kuai	板块	1274
ban'kuai	斑块	56
ban'lan	斑斓	126
ban'li	办理	2142
ban'li	板栗	682
ban'li	班里	122
ban'li	半里	113
ban'lu	半路	347
ban'lun	班轮	90
ban'lv	伴侣	282
ban'ma	斑马	70
ban'mei	半枚	89
ban'men	板门	97
ban'mi	半米	63
ban'mian	版面	165
ban'mo	瓣膜	95
ban'nian	半年	1621
ban'nian'qian	半年前	99
ban'ping	扳平	93
ban'po	半坡	62
ban'qi	办起	100
ban'qi	半期	57
ban'qian	搬迁	275
ban'qiao	板桥	63
ban'qiu	半球	219
ban'quan	版权	406
ban'ri	半日	449
ban'shan	半山	126
ban'shang	半晌	1725
ban'shang	班上	189
ban'shan'yao	半山腰	67
ban'shen	半身	135
ban'sheng	伴生	630
ban'sheng	半生	118
ban'shi	办事	2314
ban'shi	班师	126
ban'shi	板式	97
ban'shi'chu	办事处	1159
ban'shu	半数	1213
ban'shuai'qi	半衰期	74
ban'si'bu'huo	半死不活	80
ban'sui	伴随	1018
ban'tian	半天	2617
ban'tiao	半条	65
ban'tou	半头	267
ban'tou'ming	半透明	154
ban'tu	版图	683
ban'tu	半途	65
ban'tu'er'fei	半途而废	77
ban'wan	办完	121
ban'wan	半碗	119
ban'wen	斑纹	168
ban'xin'ban'yi	半信半疑	101
ban'xing	颁行	273
ban'xue	办学	1127
ban'yan	扮演	911
ban'yan	板岩	72
ban'ye	半夜	970
ban'ye	半叶	112
ban'ye'san'geng	半夜三更	108
ban'you	伴有	493
ban'yuan'xing	半圆形	87
ban'yue	半月	498
ban'yun	搬运	375
ban'zhang	班长	556
ban'zhang	半张	75
ban'zhi	半只	66
ban'zhi'min'di	半殖民地	394
ban'zhu	斑竹	285
ban'zhuang	板状	86
ban'zhu'ren	班主任	526
ban'zi	班子	553
ban'zi	板子	130
ban'zi'dong	半自动	104
ban'zou	伴奏	369
ban'zou	搬走	115
ban'zui	拌嘴	66
ban'zuo	扮作	156
bao	报	14647
bao	抱	6044
bao	包	5289
bao	保	5119
bao	宝	4496
bao	薄	2710
bao	爆	1593
bao	饱	1587
bao	堡	1491
bao	豹	761
bao	暴	742
bao	胞	450
bao	鲍	325
bao	龅	299
bao	苞	294
bao	堢	284
bao	呆	219
bao	炮	180
bao	孢	149
bao	寚	143
bao	煲	140
bao	褒	123
bao	雹	88
bao	袍	66
bao	窇	63
bao	緥	57
bao	葆	53
bao	剥	51
bao	寳	47
bao	鸨	46
bao	嫑	32
bao	刨	31
bao	寶	30
bao	笣	30
bao	瀑	7
bao	曝	4
bao	苴	3
bao'an	保安	478
bao'an	报案	88
bao'an'ting	保安厅	58
bao'an'tuan	保安团	73
bao'ban	包办	164
bao'bao	宝宝	301
bao'bao	抱抱	73
bao'bao'de	薄薄的	198
bao'bei	宝贝	1073
bao'bi	包庇	125
bao'bi	薄壁	105
bao'biao	报表	294
bao'biao	保镖	158
bao'bu'zhu	保不住	125
bao'can	饱餐	128
bao'ceng	薄层	70
